cve,owner,repo,commit_id
CVE-2020-15863,qemu,qemu,5519724a13664b43e225ca05351c60b4468e4555
CVE-2014-5163,wireshark,wireshark,3fc441e7a5008640c68ec985e669d5092414a519
CVE-2015-8739,wireshark,wireshark,96bf82ced0b58c7a4c2a6c300efeebe4f05c0ff4
CVE-2016-2523,wireshark,wireshark,260afe11feb796d1fde992d8f8c133ebd950b573
CVE-2016-5356,wireshark,wireshark,a66628e425db725df1ac52a3c573a03357060ddd
CVE-2016-7180,wireshark,wireshark,5213496250aceff086404c568e3718ebc0060934
CVE-2016-9372,wireshark,wireshark,e8022a9c7b36b96578a30fc8132def6de8928606
CVE-2016-9373,wireshark,wireshark,929ad3805fa31431c39de629e9b09e77e8152709
CVE-2017-11411,wireshark,wireshark,66c50585e5c10764d0b8a850fd49fa7012346560
CVE-2017-17997,wireshark,wireshark,c486707b1e2e98d996b9d212fa06d0258b2caebb
CVE-2017-5597,wireshark,wireshark,57894f741f7cc98b46c9fdce7eee8256d2a4ae3f
CVE-2017-6471,wireshark,wireshark,cfe7b85b86455e1d62f4c914836ee5baf18831d4
CVE-2017-9352,wireshark,wireshark,afb4de370a4c54e08e9367b55ae142414efc6e8f
CVE-2018-11357,wireshark,wireshark,d80acae40d14efeb857258ca923637b590dd6be9
CVE-2018-11359,wireshark,wireshark,40dbc0ccf26152a058484368526b7bd70c8928c1
CVE-2018-14369,wireshark,wireshark,e281ca6f83560a24ac1d490dcca9fe49b03bbdcd
CVE-2018-5336,wireshark,wireshark,94479aded162aecce6289bdf26f95073bed0dc55
CVE-2018-7321,wireshark,wireshark,8ab3060aace7b20c2845f2f725d4f306cca61dd4
CVE-2018-7333,wireshark,wireshark,65aa59d28ab5f41a06dbfcf25b191f2b3547b78e
CVE-2018-7419,wireshark,wireshark,47726eafe572686e5b36ea2e8798096cf1a07bf9
CVE-2018-9268,wireshark,wireshark,4945c50d3f8269c56d9d087d16d080144de146dc
CVE-2018-9274,wireshark,wireshark,b94d3af3039b8bdfbd4d760fda412fdfa121b732
CVE-2019-10902,wireshark,wireshark,19d54ac364150cd6c76488d2c2a5b6fd081daa5a
CVE-2020-13164,wireshark,wireshark,fc6763989c7a7c4e4b0522b12b955e5a285d388a
CVE-2020-17498,wireshark,wireshark,79576219c92e252c0700cdbe729bfb0fe6c72bd9
CVE-1999-0199,bminor,glibc,2864e767053317538feafa815046fff89e5a16be
CVE-1999-0731,KDE,kde1-kdebase,04906bd5de2f220bf100b605dad37b4a1d9a91a6
CVE-2002-2443,krb5,krb5,cf1a0c411b2668c57c41e9c4efd15ba17b6b322c
CVE-2006-3635,torvalds,linux,4dcc29e1574d88f4465ba865ed82800032f76418
CVE-2007-6761,torvalds,linux,0b29669c065f60501e7289e1950fa2a618962358
CVE-2007-6762,torvalds,linux,2a2f11c227bdf292b3a2900ad04139d301b56ac4
CVE-2008-7316,torvalds,linux,124d3b7041f9a0ca7c43a6293e1cae4576c32fd5
CVE-2009-1194,bratsche,pango,4de30e5500eaeb49f4bf0b7a07f718e149a2ed5e
CVE-2009-3111,alandekok,freeradius-server,860cad9e02ba344edb0038419e415fe05a9a01f4
CVE-2009-3627,gisle,html-parser,b9aae1e43eb2c8e989510187cff0ba3e996f9a4c
CVE-2010-0011,Dieterbe,uzbl,1958b52d41cba96956dc1995660de49525ed1047
CVE-2010-1152,memcached,memcached,d9cd01ede97f4145af9781d448c62a3318952719
CVE-2010-1155,ensc,irssi-proxy,85bbc05b21678e80423815d2ef1dfe26208491ab
CVE-2010-2060,kr,beanstalkd,2e8e8c6387ecdf5923dfc4d7718d18eba1b0873d
CVE-2010-3697,alandekok,freeradius-server,ff94dd35673bba1476594299d31ce8293b8bd223
CVE-2010-3844,Ettercap,ettercap,4ef3ede30181eca9add74305ad26dbcb0c3686a0
CVE-2010-4159,mono,mono,8e890a3bf80a4620e417814dc14886b1bbd17625
CVE-2010-4254,mono,mono,cf1ec146f7c6acdc6697032b3aaafc68ffacdcac
CVE-2010-4648,torvalds,linux,0a54917c3fc295cb61f3fb52373c173fd3b69f48
CVE-2010-4650,torvalds,linux,7572777eef78ebdee1ecb7c258c0ef94d35bad16
CVE-2010-5313,torvalds,linux,fc3a9157d3148ab91039c75423da8ef97be3e105
CVE-2010-5328,torvalds,linux,f106eee10038c2ee5b6056aaf3f6d5229be6dcdd
CVE-2010-5329,torvalds,linux,fc0a80798576f80ca10b3f6c9c7097f12fd1d64e
CVE-2010-5331,torvalds,linux,0031c41be5c529f8329e327b63cde92ba1284842
CVE-2010-5332,torvalds,linux,0926f91083f34d047abc74f1ca4fa6a9c161f7db
CVE-2011-0006,torvalds,linux,867c20265459d30a01b021a9c1e81fb4c5832aa9
CVE-2011-0530,yoe,nbd,3ef52043861ab16352d49af89e048ba6339d6df8
CVE-2011-0716,torvalds,linux,6b0d6a9b4296fa16a28d10d416db7a770fc03287
CVE-2011-0766,erlang,otp,f228601de45c5b53241b103af6616453c50885a5
CVE-2011-0990,mono,mono,2f00e4bbb2137130845afb1b2a1e678552fc8e5c
CVE-2011-0991,mono,mono,8eb1189099e02372fd45ca1c67230eccf1edddc0
CVE-2011-0992,mono,mono,722f9890f09aadfc37ae479e7d946d5fc5ef7b91
CVE-2011-1019,torvalds,linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b
CVE-2011-1021,torvalds,linux,526b4af47f44148c9d665e57723ed9f86634c6e3
CVE-2011-1023,torvalds,linux,6094628bfd94323fc1cea05ec2c6affd98c18f7f
CVE-2011-1078,torvalds,linux,c4c896e1471aec3b004a693c689f60be3b17ac86
CVE-2011-1079,torvalds,linux,43629f8f5ea32a998d06d1bb41eefa0e821ff573
CVE-2011-1080,torvalds,linux,d846f71195d57b0bbb143382647c2c6638b04c5a
CVE-2011-1160,torvalds,linux,1309d7afbed112f0e8e90be9af975550caa0076b
CVE-2011-1180,torvalds,linux,d370af0ef7951188daeb15bae75db7ba57c67846
CVE-2011-1182,torvalds,linux,da48524eb20662618854bb3df2db01fc65f3070c
CVE-2011-1476,torvalds,linux,b769f49463711205d57286e64cf535ed4daf59e9
CVE-2011-1477,torvalds,linux,4d00135a680727f6c3be78f8befaac009030e4df
CVE-2011-1479,torvalds,linux,d0de4dc584ec6aa3b26fffea320a8457827768fc
CVE-2011-1488,rsyslog,rsyslog,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a
CVE-2011-1489,rsyslog,rsyslog,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a
CVE-2011-1490,rsyslog,rsyslog,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a
CVE-2011-1493,torvalds,linux,be20250c13f88375345ad99950190685eda51eb8
CVE-2011-4913,torvalds,linux,be20250c13f88375345ad99950190685eda51eb8
CVE-2011-1575,jedisct1,pure-ftpd,65c4d4ad331e94661de763e9b5304d28698999c4
CVE-2011-1585,torvalds,linux,4ff67b720c02c36e54d55b88c2931879b7db1cd2
CVE-2011-1759,torvalds,linux,0f22072ab50cac7983f9660d33974b45184da4f9
CVE-2011-1767,torvalds,linux,c2892f02712e9516d72841d5c019ed6916329794
CVE-2011-1833,torvalds,linux,764355487ea220fdc2faf128d577d7f679b91f97
CVE-2011-2182,torvalds,linux,cae13fe4cc3f24820ffb990c09110626837e85d4
CVE-2011-2183,torvalds,linux,2b472611a32a72f4a118c069c2d62a1a3f087afd
CVE-2011-2208,torvalds,linux,21c5977a836e399fc710ff2c5367845ed5c2527f
CVE-2011-2209,torvalds,linux,21c5977a836e399fc710ff2c5367845ed5c2527f
CVE-2011-2211,torvalds,linux,21c5977a836e399fc710ff2c5367845ed5c2527f
CVE-2011-2482,torvalds,linux,ea2bc483ff5caada7c4aa0d5fbf87d3a6590273d
CVE-2011-2486,davidben,nspluginwrapper,7e4ab8e1189846041f955e6c83f72bc1624e7a98
CVE-2011-2491,torvalds,linux,0b760113a3a155269a3fba93a409c640031dd68f
CVE-2011-2493,torvalds,linux,0449641130f5652b344ef6fa39fa019d7e94660a
CVE-2011-2494,torvalds,linux,1a51410abe7d0ee4b1d112780f46df87d3621043
CVE-2011-2518,torvalds,linux,4e78c724d47e2342aa8fde61f6b8536f662f795f
CVE-2011-2521,torvalds,linux,fc66c5210ec2539e800e87d7b3a985323c7be96e
CVE-2011-2699,torvalds,linux,87c48fa3b4630905f98268dde838ee43626a060c
CVE-2011-2707,torvalds,linux,0d0138ebe24b94065580bd2601f8bb7eb6152f56
CVE-2011-2898,torvalds,linux,13fcb7bd322164c67926ffe272846d4860196dc6
CVE-2011-2905,torvalds,linux,aba8d056078e47350d85b06a9cabd5afcc4b72ea
CVE-2011-2906,torvalds,linux,b5b515445f4f5a905c5dd27e6e682868ccd6c09d
CVE-2011-2909,torvalds,linux,819cbb120eaec7e014e5abd029260db1ca8c5735
CVE-2011-2918,torvalds,linux,a8b0ca17b80e92faab46ee7179ba9e99ccb61233
CVE-2011-3177,yast,yast-core,7fe2e3df308b8b6a901cb2cfd60f398df53219de
CVE-2011-3188,torvalds,linux,bc0b96b54a21246e377122d54569eef71cec535f
CVE-2011-3191,torvalds,linux,9438fabb73eb48055b58b89fc51e0bc4db22fabd
CVE-2011-3209,torvalds,linux,f8bd2258e2d520dff28c855658bd24bdafb5102d
CVE-2011-3346,bonzini,qemu,7285477ab11831b1cf56e45878a89170dd06d9b9
CVE-2011-3353,torvalds,linux,c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae
CVE-2011-3602,reubenhwk,radvd,92e22ca23e52066da2258df8c76a2dca8a428bcc
CVE-2011-3619,torvalds,linux,a5b2c5b2ad5853591a6cac6134cd0f599a720865
CVE-2011-3638,torvalds,linux,667eff35a1f56fa74ce98a0c7c29a40adc1ba4e3
CVE-2011-4080,torvalds,linux,bfdc0b497faa82a0ba2f9dddcf109231dd519fcc
CVE-2011-4081,torvalds,linux,7ed47b7d142ec99ad6880bbbec51e9f12b3af74c
CVE-2011-4086,torvalds,linux,15291164b22a357cb211b618adfef4fa82fc0de3
CVE-2011-4087,torvalds,linux,f8e9881c2aef1e982e5abc25c046820cd0b7cf64
CVE-2011-4097,torvalds,linux,56c6a8a4aadca809e04276eabe5552935c51387f
CVE-2011-4098,torvalds,linux,64dd153c83743af81f20924c6343652d731eeecb
CVE-2011-4112,torvalds,linux,550fd08c2cebad61c548def135f67aba284c6162
CVE-2011-4131,torvalds,linux,bf118a342f10dafe44b14451a1392c3254629a1f
CVE-2011-4324,torvalds,linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9
CVE-2011-4326,torvalds,linux,a9cf73ea7ff78f52662c8658d93c226effbbedde
CVE-2011-4347,torvalds,linux,c4e7f9022e506c6635a5037713c37118e23193e4
CVE-2011-4594,torvalds,linux,bc909d9ddbf7778371e36a651d6e4194b1cc7d4c
CVE-2011-4604,torvalds,linux,b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c
CVE-2011-4611,torvalds,linux,0837e3242c73566fc1c0196b4ec61779c25ffc93
CVE-2011-4621,torvalds,linux,f26f9aff6aaf67e9a430d16c266f91b13a5bff64
CVE-2011-4914,torvalds,linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52
CVE-2011-4966,alandekok,freeradius-server,1b1ec5ce75e224bd1755650c18ccdaa6dc53e605
CVE-2011-5321,torvalds,linux,c290f8358acaeffd8e0c551ddcc24d1206143376
CVE-2011-5327,torvalds,linux,12f09ccb4612734a53e47ed5302e0479c10a50f8
CVE-2012-0028,torvalds,linux,8141c7f3e7aee618312fa1c15109e1219de784a7
CVE-2012-0033,znc,znc,11508aa72efab4fad0dbd8292b9614d9371b20a9
CVE-2012-0036,bagder,curl,75ca568fa1c19de4c5358fed246686de8467c238
CVE-2012-0037,dajobe,raptor,a676f235309a59d4aa78eeffd2574ae5d341fcb0
CVE-2012-0044,torvalds,linux,a5cd335165e31db9dbab636fd29895d41da55dd2
CVE-2012-0045,torvalds,linux,c2226fc9e87ba3da060e47333657cd6616652b84
CVE-2012-0058,torvalds,linux,802f43594d6e4d2ac61086d239153c17873a0428
CVE-2012-0207,torvalds,linux,a8c1f65c79cbbb2f7da782d4c9d15639a9b94b27
CVE-2012-0879,torvalds,linux,b69f2292063d2caf37ca9aec7d63ded203701bf3
CVE-2012-0957,torvalds,linux,2702b1526c7278c4d65d78de209a465d4de2885e
CVE-2012-1013,krb5,krb5,c5be6209311d4a8f10fda37d0d3f876c1b33b77b
CVE-2012-1016,krb5,krb5,db64ca25d661a47b996b4e2645998b5d7f0eb52c
CVE-2012-1090,torvalds,linux,88d7d4e4a439f32acc56a6d860e415ee71d3df08
CVE-2012-1097,torvalds,linux,c8e252586f8d5de906385d8cf6385fee289a825e
CVE-2012-1107,taglib,taglib,77d61c6eca4d08b9b025738acf6b926cc750db23
CVE-2012-1108,taglib,taglib,b3646a07348ffa276ea41a9dae03ddc63ea6c532
CVE-2012-1146,torvalds,linux,371528caec553785c37f73fa3926ea0de84f986f
CVE-2012-1176,pediapress,pyfribidi,d2860c655357975e7b32d84e6b45e98f0dcecd7a
CVE-2012-1179,torvalds,linux,4a1d704194a441bf83c636004a479e01360ec850
CVE-2012-1571,glensc,file,1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b
CVE-2012-1584,taglib,taglib,dcdf4fd954e3213c355746fa15b7480461972308
CVE-2012-1601,torvalds,linux,9c895160d25a76c21b65bad141b08e8d4f99afef
CVE-2012-1836,inspircd,inspircd,fe7dbd2c104c37f6f3af7d9f1646a3c332aea4a4
CVE-2012-1909,sipa,bitcoin,a206b0ea12eb4606b93323268fc81a4f1f952531
CVE-2012-2100,torvalds,linux,d50f2ab6f050311dbf7b8f5501b25f0bf64a439b
CVE-2012-2119,torvalds,linux,b92946e2919134ebe2a4083e4302236295ea2a73
CVE-2012-2123,torvalds,linux,d52fc5dde171f030170a6cb78034d166b13c9445
CVE-2012-2127,torvalds,linux,905ad269c55fc62bee3da29f7b1d1efeba8aa1e1
CVE-2012-2136,torvalds,linux,cc9b17ad29ecaa20bfe426a8d4dbfb94b13ff1cc
CVE-2012-2313,torvalds,linux,1bb57e940e1958e40d51f2078f50c3a96a9b2d75
CVE-2012-2330,joyent,node,c9a231d
CVE-2012-2375,torvalds,linux,20e0fa98b751facf9a1101edaefbc19c82616a68
CVE-2012-2384,torvalds,linux,44afb3a04391a74309d16180d1e4f8386fdfa745
CVE-2012-2390,torvalds,linux,c50ac050811d6485616a193eb0f37bfbd191cc89
CVE-2012-2669,torvalds,linux,bcc2c9c3fff859e0eb019fe6fec26f9b8eba795c
CVE-2012-2673,ivmai,bdwgc,e10c1eb9908c2774c16b3148b30d2f3823d66a9a
CVE-2012-2744,torvalds,linux,9e2dcf72023d1447f09c47d77c99b0c49659e5ce
CVE-2012-2745,torvalds,linux,79549c6dfda0603dba9a70a53467ce62d9335c33
CVE-2012-3364,torvalds,linux,67de956ff5dc1d4f321e16cfbd63f5be3b691b43
CVE-2012-3375,torvalds,linux,13d518074a952d33d47c428419693f63389547e9
CVE-2012-3400,torvalds,linux,adee11b2085bee90bd8f4f52123ffb07882d6256
CVE-2012-3430,torvalds,linux,06b6a1cf6e776426766298d055bb3991957d90a7
CVE-2012-3510,torvalds,linux,f0ec1aaf54caddd21c259aea8b2ecfbde4ee4fb9
CVE-2012-3511,torvalds,linux,9ab4233dd08036fe34a89c7dc6f47a8bf2eb29eb
CVE-2012-3525,Jabberd2,jabberd2,aabcffae560d5fd00cd1d2ffce5d760353cf0a4d
CVE-2012-3552,torvalds,linux,f6d8bd051c391c1c0458a30b2a7abcd939329259
CVE-2012-4508,torvalds,linux,dee1f973ca341c266229faa5a1a5bb268bed3531
CVE-2012-4530,torvalds,linux,b66c5984017533316fd1951770302649baf1aa33
CVE-2012-4565,torvalds,linux,8f363b77ee4fbf7c3bbcf5ec2c5ca482d396d664
CVE-2012-5375,torvalds,linux,9c52057c698fb96f8f07e7a4bcf4801a092bda89
CVE-2012-5517,torvalds,linux,08dff7b7d629807dbb1f398c68dd9cd58dd657a1
CVE-2012-5532,torvalds,linux,95a69adab9acfc3981c504737a2b6578e4d846ef
CVE-2012-6536,torvalds,linux,ecd7918745234e423dd87fcc0c077da557909720
CVE-2012-6537,torvalds,linux,f778a636713a435d3a922c60b1622a91136560c1
CVE-2012-6539,torvalds,linux,43da5f2e0d0c69ded3d51907d9552310a6b545e8
CVE-2012-6540,torvalds,linux,2d8a041b7bfe1097af21441cb77d6af95f4f4680
CVE-2012-6541,torvalds,linux,7b07f8eb75aa3097cdfd4f6eac3da49db787381d
CVE-2012-6542,torvalds,linux,3592aaeb80290bda0f2cf0b5456c97bfc638b192
CVE-2012-6543,torvalds,linux,04d4fbca1017c11381e7d82acea21dd741e748bc
CVE-2012-6544,torvalds,linux,e15ca9a0ef9a86f0477530b0f44a725d67f889ee
CVE-2012-6545,torvalds,linux,f9432c5ec8b1e9a09b9b0e5569e3c73db8de432a
CVE-2012-6546,torvalds,linux,e862f1a9b7df4e8196ebec45ac62295138aa3fc2
CVE-2012-6547,torvalds,linux,a117dacde0288f3ec60b6e5bcedae8fa37ee0dfc
CVE-2012-6548,torvalds,linux,0143fc5e9f6f5aad4764801015bc8d4b4a278200
CVE-2012-6549,torvalds,linux,fe685aabf7c8c9f138e5ea900954d295bf229175
CVE-2012-6638,torvalds,linux,fdf5af0daf8019cec2396cdef8fb042d80fe71fa
CVE-2012-6647,torvalds,linux,6f7b0a2a5c0fb03be7c25bd1745baa50582348ef
CVE-2012-6657,torvalds,linux,3e10986d1d698140747fcfc2761ec9cb64c1d582
CVE-2012-6689,torvalds,linux,20e1db19db5d6b9e4e83021595eab0dc8f107bef
CVE-2012-6696,inspircd,inspircd,ed28c1ba666b39581adb860bf51cdde43c84cc89
CVE-2012-6697,inspircd,inspircd,58c893e834ff20495d00770922
CVE-2012-6703,torvalds,linux,b35cc8225845112a616e3a2266d2fde5ab13d3ab
CVE-2012-6704,torvalds,linux,82981930125abfd39d7c8378a9cfdf5e1be2002b
CVE-2012-6712,torvalds,linux,2da424b0773cea3db47e1e81db71eeebde8269d4
CVE-2013-0211,libarchive,libarchive,22531545514043e04633e1c015c7540b9de9dbe4
CVE-2013-0216,torvalds,linux,48856286b64e4b66ec62b94e504d0b29c1ade664
CVE-2013-0217,torvalds,linux,7d5145d8eb2b9791533ffe4dc003b129b9696c48
CVE-2013-0250,corosync,corosync,b3f456a8ceefac6e9f2e9acc2ea0c159d412b595
CVE-2013-0268,torvalds,linux,c903f0456bc69176912dee6dd25c6a66ee1aed00
CVE-2013-0281,ClusterLabs,pacemaker,564f7cc2a51dcd2f28ab12a13394f31be5aa3c93
CVE-2013-0290,torvalds,linux,77c1090f94d1b0b5186fb13a1b71b47b1343f87f
CVE-2013-0311,torvalds,linux,bd97120fc3d1a11f3124c7c9ba1d91f51829eb85
CVE-2013-0313,torvalds,linux,a67adb997419fb53540d4a4f79c6471c60bc69b6
CVE-2013-0349,torvalds,linux,0a9ab9bdb3e891762553f667066190c1d22ad62b
CVE-2013-0871,torvalds,linux,9899d11f654474d2d54ea52ceaa2a1f4db3abd68
CVE-2013-0914,torvalds,linux,2ca39528c01a933f6689cd6505ce65bd6d68a530
CVE-2013-1415,krb5,krb5,f249555301940c6df3a2cdda13b56b5674eebc2e
CVE-2013-1416,krb5,krb5,8ee70ec63931d1e38567905387ab9b1d45734d81
CVE-2013-1417,krb5,krb5,4c023ba43c16396f0d199e2df1cfa59b88b62acc
CVE-2013-1418,krb5,krb5,c2ccf4197f697c4ff143b8a786acdd875e70a89d
CVE-2013-6800,krb5,krb5,c2ccf4197f697c4ff143b8a786acdd875e70a89d
CVE-2013-1439,LibRaw,LibRaw,11909cc59e712e09b508dda729b99aeaac2b29ad
CVE-2013-1763,torvalds,linux,6e601a53566d84e1ffd25e7b6fe0b6894ffd79c0
CVE-2013-1767,torvalds,linux,5f00110f7273f9ff04ac69a5f85bb535a4fd0987
CVE-2013-1772,torvalds,linux,ce0030c00f95cf9110d9cdcd41e901e1fb814417
CVE-2013-1774,torvalds,linux,1ee0a224bc9aad1de496c795f96bc6ba2c394811
CVE-2013-1792,torvalds,linux,0da9dfdd2cd9889201bc6f6f43580c99165cd087
CVE-2013-1796,torvalds,linux,c300aa64ddf57d9c5d9c898a64b36877345dd4a9
CVE-2013-1797,torvalds,linux,0b79459b482e85cb7426aa7da683a9f2c97aeae1
CVE-2013-1798,torvalds,linux,a2c118bfab8bc6b8bb213abfc35201e441693d55
CVE-2013-1826,torvalds,linux,864745d291b5ba80ea0bd0edcbe67273de368836
CVE-2013-1828,torvalds,linux,726bc6b092da4c093eb74d13c07184b18c1af0f1
CVE-2013-1848,torvalds,linux,8d0c2d10dd72c5292eda7a06231056a4c972e4cc
CVE-2013-1858,torvalds,linux,e66eded8309ebf679d3d3c1f5820d1f2ca332c71
CVE-2013-1860,torvalds,linux,c0f5ecee4e741667b2493c742b60b6218d40b3aa
CVE-2013-1928,torvalds,linux,12176503366885edd542389eed3aaf94be163fdb
CVE-2013-1929,torvalds,linux,715230a44310a8cf66fbfb5a46f9a62a9b2de424
CVE-2013-1943,torvalds,linux,fa3d315a4ce2c0891cdde262562e710d95fba19e
CVE-2013-1956,torvalds,linux,3151527ee007b73a0ebd296010f1c0454a919c7d
CVE-2013-1958,torvalds,linux,92f28d973cce45ef5823209aab3138eb45d8b349
CVE-2013-1959,torvalds,linux,e3211c120a85b792978bcb4be7b2886df18d27f0
CVE-2013-2015,torvalds,linux,0e9a9a1ad619e7e987815d20262d36a2f95717ca
CVE-2013-2016,qemu,qemu,5f5a1318653c08e435cfa52f60b6a712815b659d
CVE-2013-2020,vrtadmin,clamav-devel,270e368b99e93aa5447d46c797c92c3f9f39f375
CVE-2013-2021,vrtadmin,clamav-devel,24ff855c82d3f5c62bc5788a5776cefbffce2971
CVE-2013-2058,torvalds,linux,929473ea05db455ad88cdc081f2adc556b8dc48f
CVE-2013-2061,OpenVPN,openvpn,11d21349a4e7e38a025849479b36ace7c2eec2ee
CVE-2013-2094,torvalds,linux,8176cced706b5e5d15887584150764894e94e02f
CVE-2013-2124,libguestfs,libguestfs,fa6a76050d82894365dfe32916903ef7fee3ffcd
CVE-2013-2126,LibRaw,LibRaw,19ffddb0fe1a4ffdb459b797ffcf7f490d28b5a6
CVE-2013-2127,LibRaw,LibRaw,2f912f5b33582961b1cdbd9fd828589f8b78f21d
CVE-2013-2128,torvalds,linux,baff42ab1494528907bf4d5870359e31711746ae
CVE-2013-2130,znc,znc,2bd410ee5570cea127233f1133ea22f25174eb28
CVE-2013-2132,mongodb,mongo-python-driver,a060c15ef87e0f0e72974c7c0e57fe811bbd06a2
CVE-2013-2140,torvalds,linux,604c499cbbcc3d5fe5fb8d53306aa0fae1990109
CVE-2013-2141,torvalds,linux,b9e146d8eb3b9ecae5086d373b50fa0c1f3e7f0f
CVE-2013-2146,torvalds,linux,f1923820c447e986a9da0fc6bf60c1dccdf0408e
CVE-2013-2174,bagder,curl,192c4f788d48f82c03e9cef40013f34370e90737
CVE-2013-2182,monkey,monkey,15f72c1ee5e0afad20232bdf0fcecab8d62a5d89
CVE-2013-2206,torvalds,linux,f2815633504b442ca0b0605c16bf3d88a3a0fcea
CVE-2013-2220,LawnGnome,php-radius,13c149b051f82b709e8d7cc32111e84b49d57234
CVE-2013-2232,torvalds,linux,a963a37d384d71ad43b3e9e79d68d42fbe0901f3
CVE-2013-2234,torvalds,linux,a5cc68f3d63306d0d288f31edfc2ae6ef8ecd887
CVE-2013-2237,torvalds,linux,85dfb745ee40232876663ae206cba35f24ab2a40
CVE-2013-2546,torvalds,linux,9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6
CVE-2013-2547,torvalds,linux,9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6
CVE-2013-2548,torvalds,linux,9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6
CVE-2013-2596,torvalds,linux,fc9bbca8f650e5f738af8806317c0a041a48ae4a
CVE-2013-2634,torvalds,linux,29cd8ae0e1a39e239a3a7b67da1986add1199fc0
CVE-2013-2635,torvalds,linux,84d73cd3fb142bf1298a8c13fd4ca50fd2432372
CVE-2013-2636,torvalds,linux,c085c49920b2f900ba716b4ca1c1a55ece9872cc
CVE-2013-2850,torvalds,linux,cea4dcfdad926a27a18e188720efe0f2c9403456
CVE-2013-2929,torvalds,linux,d049f74f2dbe71354d43d393ac3a188947811348
CVE-2013-3222,torvalds,linux,9b3e617f3df53822345a8573b6d358f6b9e5ed87
CVE-2013-3224,torvalds,linux,4683f42fde3977bdb4e8a09622788cc8b5313778
CVE-2013-3225,torvalds,linux,e11e0455c0d7d3d62276a0c55d9dfbc16779d691
CVE-2013-3226,torvalds,linux,c8c499175f7d295ef867335bceb9a76a2c3cdc38
CVE-2013-3228,torvalds,linux,5ae94c0d2f0bed41d6718be743985d61b7f5c47d
CVE-2013-3229,torvalds,linux,a5598bd9c087dc0efc250a5221e5d0e6f584ee88
CVE-2013-3230,torvalds,linux,b860d3cc62877fad02863e2a08efff69a19382d2
CVE-2013-3231,torvalds,linux,c77a4b9cffb6215a15196ec499490d116dfad181
CVE-2013-3235,torvalds,linux,60085c3d009b0df252547adb336d1ccca5ce52ec
CVE-2013-3236,torvalds,linux,680d04e0ba7e926233e3b9cee59125ce181f66ba
CVE-2013-3237,torvalds,linux,d5e0d0f607a7a029c6563a0470d88255c89a8d11
CVE-2013-3302,torvalds,linux,ea702b80e0bbb2448e201472127288beb82ca2fe
CVE-2013-3722,OpenSIPS,opensips,54e027adfa486cfcf993828512b2e273aeb163c2
CVE-2013-4118,FreeRDP,FreeRDP,7d58aac24fe20ffaad7bd9b40c9ddf457c1b06e7
CVE-2013-4119,FreeRDP,FreeRDP,0773bb9303d24473fe1185d85a424dfe159aff53
CVE-2013-4160,mm2,Little-CMS,91c2db7f2559be504211b283bc3a2c631d6f06d9
CVE-2013-4162,torvalds,linux,8822b64a0fa64a5dd1dfcf837c5b0be83f8c05d1
CVE-2013-4220,torvalds,linux,9955ac47f4ba1c95ecb6092aeaefb40a22e99268
CVE-2013-4244,vadz,libtiff,ce6841d9e41d621ba23cf18b190ee6a23b2cc833
CVE-2013-4247,torvalds,linux,1fc29bacedeabb278080e31bb9c1ecb49f143c3b
CVE-2013-4254,torvalds,linux,c95eb3184ea1a3a2551df57190c81da695e2144b
CVE-2013-4263,FFmpeg,FFmpeg,e43a0a232dbf6d3c161823c2e07c52e76227a1bc
CVE-2013-4264,FFmpeg,FFmpeg,2960576378d17d71cc8dccc926352ce568b5eec1
CVE-2013-4265,FFmpeg,FFmpeg,c94f9e854228e0ea00e1de8769d8d3f7cab84a55
CVE-2013-4300,torvalds,linux,d661684cf6820331feae71146c35da83d794467e
CVE-2013-4312,torvalds,linux,712f4aad406bb1ed67f3f98d04c044191f0ff593
CVE-2013-4350,torvalds,linux,95ee62083cb6453e056562d91f597552021e6ae7
CVE-2013-4387,torvalds,linux,2811ebac2521ceac84f2bdae402455baa6a7fb47
CVE-2013-4470,torvalds,linux,e93b7d748be887cd7639b113ba7d7ef792a7efb9
CVE-2013-4483,torvalds,linux,6062a8dc0517bce23e3c2f7d2fea5e22411269a3
CVE-2013-4511,torvalds,linux,7314e613d5ff9f0934f7a0f74ed7973b903315d1
CVE-2013-6763,torvalds,linux,7314e613d5ff9f0934f7a0f74ed7973b903315d1
CVE-2013-4512,torvalds,linux,201f99f170df14ba52ea4c52847779042b7a623b
CVE-2013-4513,torvalds,linux,c2c65cd2e14ada6de44cb527e7f1990bede24e15
CVE-2013-4514,torvalds,linux,b5e2f339865fb443107e5b10603e53bbc92dc054
CVE-2013-4515,torvalds,linux,8d1e72250c847fa96498ec029891de4dc638a5ba
