CVE,Patch_Commit,Alias/Evidence,Request,Confirmation,CNA,Update,Alias
CVE-2019-10133,https://github.com/moodle/moodle/commit/c509d108216524887c7ca08b1c451054d669ea75,"add patch commit: https://github.com/moodle/moodle/commit/c509d108216524887c7ca08b1c451054d669ea75. 
 the commit msg has shown it's a fix for `MDL-64708`. 
 update vvr as well.",v,v,GitHub Advisory,,
CVE-2018-8030,https://github.com/apache/qpid-broker-j/commit/025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27,,v,v,GitHub Advisory,,
CVE-2018-8026,https://github.com/apache/lucene-solr/commit/d1baf6ba593561f39e2da0a71a8440797005b55,,v,v,GitHub Advisory,,
CVE-2018-8026,https://github.com/apache/lucene-solr/commit/e5407c5a9710247e5f728aae36224a245a51f0b,,v,v,GitHub Advisory,,
CVE-2018-8026,https://github.com/apache/lucene-solr/commit/e21d4937e0637c7b7949ac463f331da9a42c07f,,v,v,GitHub Advisory,,
CVE-2018-8026,https://github.com/apache/lucene-solr/commit/1880d4824e6c5f98170b9a00aad1d437ee2aa12,,v,v,GitHub Advisory,,
CVE-2018-8026,https://github.com/apache/lucene-solr/commit/3aa6086ed99fa7158d423dc7c33dae6da466b09,,v,v,GitHub Advisory,,
CVE-2017-5263,,,,,GitHub Advisory,,
CVE-2017-5606,,,,,GitHub Advisory,,
CVE-2017-5606,,,,,GitHub Advisory,,
CVE-2017-5677,,,,,,,
CVE-2017-5677,,,,,,,
CVE-2017-6168,,,,,GitHub Advisory,,
CVE-2017-6168,,,,,GitHub Advisory,,
CVE-2017-7358,,,,,GitHub Advisory,,
CVE-2017-7488,,,,,,,
CVE-2017-7488,,,,,,,
CVE-2017-7496,,,,,,,
CVE-2017-7496,,,,,,,
CVE-2017-8316,,,,,,,
CVE-2017-8316,,,,,,,
CVE-2017-8386,,,,,,,
CVE-2017-8386,,,,,,,
CVE-2017-8386,,,,,,,
CVE-2017-8386,,,,,,,
CVE-2017-9109,,,,,,,
CVE-2017-9109,,,,,,,
CVE-2017-9417,,,,,,,
CVE-2017-9417,,,,,,,
CVE-2017-9424,,,,,,,
CVE-2017-9424,,,,,,,
CVE-2017-9506,,,,,,,
CVE-2017-9506,,,,,,,
CVE-2018-1000621,,,,,,,
CVE-2014-0112,https://github.com/apache/struts/commit/74e26830d2849a84729b33497f729e0f033dc147," https://github.com/apache/struts/commit/74e26830d2849a84729b33497f729e0f033dc147, of which the commit message claims `Adds additional pattern to prevent access to getClass method`",x,x,GitHub Advisory,,"I think this is not the correct commit link. apache/struts@74e2683 was committed on 10 January 2016. https://bugzilla.redhat.com/show_bug.cgi?id=1091939 states that the vulnerability was fixed in Apache Struts version 2.3.16.2 and https://nvd.nist.gov/vuln/detail/CVE-2014-0112 says the vulnerability was fixed in 2.3.20. According to https://mvnrepository.com/artifact/org.apache.struts/struts2-core, versions 2.3.16.2 and 2.3.20 were both released in 2014. Therefore, apache/struts@74e2683 is too new to be the fix commit."
CVE-2014-0113,https://github.com/apache/struts/commit/74e26830d2849a84729b33497f729e0f033dc147," https://github.com/apache/struts/commit/74e26830d2849a84729b33497f729e0f033dc147, of which the commit message claims `Adds additional pattern to prevent access to getClass method`",x,x,GitHub Advisory,,"similar to #4239, apache/struts@74e2683 was committed on 10 January 2016 and CVE-2014-0112 was patched in 2014. This makes apache/struts@74e2683 too new to be the fix commit."
CVE-2018-8025,https://github.com/apache/hbase/commit/625d4d002620139f49c8201f95b789b6a715cd4,,v,v,GitHub Advisory,,
CVE-2018-8025,https://github.com/apache/hbase/commit/bf25c1cb7221178388baaa58f0b16a408e151a6,,v,v,GitHub Advisory,,
CVE-2018-8025,https://github.com/apache/hbase/commit/30e98b4455f971c9cb3c02ac7b2daeebe4ee6f2,,v,v,GitHub Advisory,,
CVE-2018-8025,https://github.com/apache/hbase/commit/7fe07075b35a816725ba18f6dd43d3fa84e08f9,,v,v,GitHub Advisory,,
CVE-2018-8025,https://github.com/apache/hbase/commit/0c42acbdf86d08af3003105a26a2201f75f2e2c,,v,v,GitHub Advisory,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/ea3da56f6098390e79568dfbc5b34a479c8a582a,1539108,v,,,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/9e25ed75e83d1f621c9e7e1a514a9cf39fa6f762,1539108,v,,,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/c1bae861f1b0f8da7c8517c07c38a05a37317886,1539108,v,,,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/d4816e024115beb2adff2018c8919c84b4476f2e,1539108,v,,,,
CVE-2018-19794,,,,,,,
CVE-2018-19794,,,,,,,
CVE-2018-19794,,,,,,,
CVE-2018-19794,,,,,,,
CVE-2018-20167,,,,,,,
CVE-2018-20167,,,,,,,
CVE-2018-20752,,,,,,,
CVE-2018-20752,,,,,,,
CVE-2018-20838,,,,,,,
CVE-2018-20838,,,,,,,
CVE-2018-8018,https://github.com/apache/ignite/commit/82a7b8209fcf56971d12cb10410a38ed632215b,,v,v,GitHub Advisory,,
CVE-2018-8018,https://github.com/apache/ignite/commit/bc374f85ca4a5e69572902d2167fe6bedebd40a,,v,v,GitHub Advisory,,
CVE-2018-8017,https://github.com/apache/tika/commit/8a6a9e1344f5b10ebfa1a189dc3c30d0da2b9d4,,v,v,GitHub Advisory,,
CVE-2018-8017,https://github.com/apache/tika/commit/62926cae31a02d4f23d21148435804b96c543cc,,v,v,GitHub Advisory,,
CVE-2018-1000807,https://github.com/pyca/pyopenssl/commit/e73818600065821d588af475b024f4eb518c3509,,x,x,,,
CVE-2018-8016,https://github.com/beobal/cassandra/commit/28ee665b3c0c9238b61a871064f024d54cddcc79,,v,v,GitHub Advisory,,
CVE-2018-8013,https://github.com/apache/batik/commit/f91125b26a6ca2b7a1195f1842360bed03629839,,v,v,GitHub Advisory,,
CVE-2018-8010,https://github.com/apache/lucene-solr/commit/6c4e45e28494d4d4d04fb89852d18c86fa3d5f8,,v,v,GitHub Advisory,,
CVE-2018-8010,https://github.com/apache/lucene-solr/commit/1b760114216fcdfae138a8b37f183a9293c4911,,v,v,GitHub Advisory,,
CVE-2018-8010,https://github.com/apache/lucene-solr/commit/4ba409e0ff3dc38aad88f7b7ad69a76325272b8,,v,v,GitHub Advisory,,
CVE-2018-8010,https://github.com/apache/lucene-solr/commit/96f079b4b47eaadff65c7aaf0e5bafe68e30ec3,,v,v,GitHub Advisory,,
CVE-2018-8010,https://github.com/apache/lucene-solr/commit/6d082d5743dee7e08a86b3f2ef03bc025112512,,v,v,GitHub Advisory,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/cedc28d4ab2a27ba47e15ab2711218d96ec88d2,,v,v,GitHub Advisory,,
CVE-2018-8061,,,,,,,
CVE-2018-8061,,,,,,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/fc4c20fc3469674cb584a4fb98bac7e3c2277c9,,v,v,GitHub Advisory,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/12258c7cff8d32710fbd8b9088a930e3ce27432,,v,v,GitHub Advisory,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/45a1c680c276c4501402f7bc4cebcf85a6fbc7f,,v,v,GitHub Advisory,,
CVE-2019-1020004,,,,,,,
CVE-2019-1020004,,,,,,,
CVE-2019-10656,,,,,,,
CVE-2019-10656,,,,,,,
CVE-2019-10659,,,,,,,
CVE-2019-10659,,,,,,,
CVE-2019-10685,,,,,,,
CVE-2019-10685,,,,,,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/11a425d11a329010d0ff8255ecbcd1eb51b642e,,v,v,GitHub Advisory,,
CVE-2019-11398,,,,,,,
CVE-2019-11398,,,,,,,
CVE-2019-11398,,,,,,,
CVE-2019-11398,,,,,,,
CVE-2019-11398,,,,,,,
CVE-2019-11398,,,,,,,
CVE-2019-11398,,,,,,,
CVE-2019-11398,,,,,,,
CVE-2019-11561,,,,,,,
CVE-2019-11561,,,,,,,
CVE-2019-12182,,,,,,,
CVE-2019-12182,,,,,,,
CVE-2019-12182,,,,,,,
CVE-2019-12182,,,,,,,
CVE-2019-12276,,,,,,,
CVE-2019-12276,,,,,,,
CVE-2019-12440,,,,,,,
CVE-2019-12440,,,,,,,
CVE-2019-12495,,,,,,,
CVE-2019-12495,,,,,,,
CVE-2019-12552,,,,,,,
CVE-2019-12552,,,,,,,
CVE-2019-12586,,,,,,,
CVE-2019-12586,,,,,,,
CVE-2019-12586,,,,,,,
CVE-2019-12586,,,,,,,
CVE-2019-12586,,,,,,,
CVE-2019-12586,,,,,,,
CVE-2019-12588,,,,,,,
CVE-2019-12588,,,,,,,
CVE-2019-12588,,,,,,,
CVE-2019-12938,,,,,,,
CVE-2019-12938,,,,,,,
CVE-2019-12968,,,,,,,
CVE-2019-12968,,,,,,,
CVE-2019-12968,,,,,,,
CVE-2019-12968,,,,,,,
CVE-2019-13313,,,,,,,
CVE-2019-13313,,,,,,,
CVE-2019-13313,,,,,,,
CVE-2019-13313,,,,,,,
CVE-2019-1332,,,,,,,
CVE-2019-1332,,,,,,,
CVE-2019-13571,,,,,,,
CVE-2019-13571,,,,,,,
CVE-2019-13989,,,,,,,
CVE-2019-13989,,,,,,,
CVE-2019-14807,,,,,,,
CVE-2019-14807,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-14948,,,,,,,
CVE-2019-15293,,,,,,,
CVE-2019-15293,,,,,,,
CVE-2019-15796,,,,,,,
CVE-2019-15796,,,,,,,
CVE-2019-15796,,,,,,,
CVE-2019-15796,,,,,,,
CVE-2019-15796,,,,,,,
CVE-2019-15948,,,,,,,
CVE-2019-15948,,,,,,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/eaa2b8035b584dfcf7c79a33484eb2dffd3fdb1,,v,v,GitHub Advisory,,
CVE-2019-16200,,,,,,,
CVE-2019-16200,,,,,,,
CVE-2019-1663,,,,,,,
CVE-2019-1663,,,,,,,
CVE-2019-16650,,,,,,,
CVE-2019-16650,,,,,,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/e3236a9680709de7a95ffbc11b20e1bdc95a860,,v,v,GitHub Advisory,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-16932,,,,,,,
CVE-2019-17080,,,,,,,
CVE-2019-17080,,,,,,,
CVE-2019-18178,,,,,,,
CVE-2019-18178,,,,,,,
CVE-2019-18905,,,,,,,
CVE-2019-18905,,,,,,,
CVE-2019-18931,,,,,,,
CVE-2019-18931,,,,,,,
CVE-2019-18938,,,,,,,
CVE-2019-18938,,,,,,,
CVE-2019-18939,,,,,,,
CVE-2019-18939,,,,,,,
CVE-2019-19396,,,,,,,
CVE-2019-19396,,,,,,,
CVE-2019-19494,,,,,,,
CVE-2019-19494,,,,,,,
CVE-2019-19501,,,,,,,
CVE-2019-19501,,,,,,,
CVE-2019-19501,,,,,,,
CVE-2019-19787,,,,,,,
CVE-2019-19787,,,,,,,
CVE-2019-19918,,,,,,,
CVE-2019-19918,,,,,,,
CVE-2019-20797,,,,,,,
CVE-2019-20797,,,,,,,
CVE-2019-3700,,,,,,,
CVE-2019-3700,,,,,,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/6d7d192e4799b51931e55217e02baec14d49607,,v,v,GitHub Advisory,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/6a4ae6f6eeed1392a4828a5721fa1499f65bdde,,v,v,GitHub Advisory,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/1373e3d8ad60e4da721a292912cb69243bfdf47,,v,v,GitHub Advisory,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/745f203e577bacb35b042206db94615141fa5e6,,v,v,GitHub Advisory,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/65e55097da2bb3f2fbdf9ba1946da25fe58bec9,,v,v,GitHub Advisory,,
CVE-2019-5052,,,,,,,
CVE-2019-5052,,,,,,,
CVE-2019-5429,,,,,,,
CVE-2019-5429,,,,,,,
CVE-2019-5618,,,,,,,
CVE-2019-5618,,,,,,,
CVE-2019-6964,,,,,,,
CVE-2019-6964,,,,,,,
CVE-2019-6964,,,,,,,
CVE-2019-6964,,,,,,,
CVE-2019-6964,,,,,,,
CVE-2019-6964,,,,,,,
CVE-2019-7652,,,,,,,
CVE-2019-7652,,,,,,,
CVE-2019-8292,,,,,,,
CVE-2019-8292,,,,,,,
CVE-2019-8337,,,,,,,
CVE-2019-8337,,,,,,,
CVE-2018-8009,https://github.com/apache/hadoop/commit/bd98d4e77cf9f7b2f4b1afb4d5e5bad0f6b2fde,,v,v,GitHub Advisory,,
CVE-2018-8008,https://github.com/apache/storm/commit/0fc6b522487c061f89e8cdacf09f722d3f20589,,v,v,GitHub Advisory,,
CVE-2018-8008,https://github.com/apache/storm/commit/efad4cca2d7d461f5f8c08a0d7b51fabeb82d0a,,v,v,GitHub Advisory,,
CVE-2019-9211,,,,,,,
CVE-2019-9211,,,,,,,
CVE-2019-9871,,,,,,,
CVE-2019-9871,,,,,,,
CVE-2019-9926,,,,,,,
CVE-2019-9926,,,,,,,
CVE-2019-9950,,,,,,,
CVE-2019-9950,,,,,,,
CVE-2018-8008,https://github.com/apache/storm/commit/1117a37b01a1058897a34e11ff5156e465efb69,,v,v,GitHub Advisory,,
CVE-2018-8008,https://github.com/apache/storm/commit/f61e5daf299d6c37c7ad65744d02556c94a16a4,,v,v,GitHub Advisory,,
CVE-2018-7536,https://github.com/django/django/commit/1ca63a66ef3163149ad822701273e8a1844192c2,,v,v,MITRE,,
CVE-2020-11103,,,,,,,
CVE-2020-11103,,,,,,,
CVE-2020-11530,,,,,,,
CVE-2020-11530,,,,,,,
CVE-2020-11614,,,,,,,
CVE-2020-11614,,,,,,,
CVE-2020-12122,,,,,,,
CVE-2020-12122,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2020-12638,,,,,,,
CVE-2018-7536,https://github.com/django/django/commit/abf89d729f210c692a50e0ad3f75fb6bec6fae16,,v,v,MITRE,,
CVE-2018-7536,https://github.com/django/django/commit/e157315da3ae7005fa0683ffc9751dbeca7306c8,,v,v,MITRE,,
CVE-2018-7340,https://github.com/Wizkunde/SAMLBase/commit/482cdf8c090e0f1179073034ebcb609ac7c3f5b3,,v,v,,,
CVE-2018-6188,https://github.com/django/django/commit/57b95fedad5e0b83fc9c81466b7d1751c6427aae,,v,v,GitHub Advisory,,
CVE-2018-6188,https://github.com/django/django/commit/c37bb28677295f6edda61d8ac461014ef0d3aeb2,,v,v,GitHub Advisory,,
CVE-2018-5410,https://github.com/dokan-dev/dokany/commit/4954cc0a3299b20274ac64bf52d6c285a1f40b0f,,v,v,,,
CVE-2018-5382,https://github.com/bcgit/bc-java/commit/81b00861cd5711e85fe8dce2a0e119f684120255,,v,v,GitHub Advisory,,
CVE-2018-25023,https://github.com/servo/rust-smallvec/commit/e64afc8c473d43e375ab42bd33db2d0d4ac4e41b,,v,v,MITRE,,
CVE-2018-20227,https://github.com/eclipse/rdf4j/commit/df15a4d7a8f2789c043b27c9eafe1b30316cfa79,,v,v,GitHub Advisory,,
CVE-2020-15497,,,,,,,
CVE-2020-15497,,,,,,,
CVE-2018-20059,https://github.com/pippo-java/pippo/commit/9f36e5891c0b11f840e1e1561ae96d83ba9ce759,,v,v,GitHub Advisory,,
CVE-2018-19413,https://github.com/SonarSource/sonarqube/commit/7b567ba3d15ed7dd0b0bba0330686487e35af85c,,v,v,GitHub Advisory,,
CVE-2018-18628,https://github.com/pippo-java/pippo/commit/c6b26551a82d2dd32097fcb17c13c3b830916296,,v,v,GitHub Advisory,,
CVE-2018-17297,https://github.com/looly/hutool/commit/8d7d0b7fb5ea4f7447b40131bffc1ec506a6528e,,v,v,GitHub Advisory,,
CVE-2020-16131,,,,,,,
CVE-2020-16131,,,,,,,
CVE-2018-17297,https://github.com/looly/hutool/commit/fed1a1f747a9308e2f65f8dbbff05ce62478ecc0,,v,v,GitHub Advisory,,
CVE-2020-17514,,,,,,,
CVE-2020-17514,,,,,,,
CVE-2020-24361,,,,,,,
CVE-2020-24361,,,,,,,
CVE-2020-24388,,,,,,,
CVE-2020-24588,,,,,,,
CVE-2020-24588,,,,,,,
CVE-2020-24588,,,,,,,
CVE-2020-24662,,,,,,,
CVE-2020-24662,,,,,,,
CVE-2020-24662,,,,,,,
CVE-2020-24662,,,,,,,
CVE-2020-24671,,,,,,,
CVE-2020-24671,,,,,,,
CVE-2020-24671,,,,,,,
CVE-2020-24671,,,,,,,
CVE-2020-24913,,,,,,,
CVE-2020-24913,,,,,,,
CVE-2020-25263,,,,,,,
CVE-2020-25263,,,,,,,
CVE-2020-25474,,,,,,,
CVE-2020-25474,,,,,,,
CVE-2018-17297,https://github.com/looly/hutool/commit/9f8a801c7b98b75ee681c0988e1a58bcfdc21756,,v,v,GitHub Advisory,,
CVE-2018-17197,https://github.com/apache/tika/commit/0c49c851979163334ea05cbebdd11ff87feba62d,,v,v,GitHub Advisory,,
CVE-2018-17195,https://github.com/apache/nifi/commit/246c090526143943557b15868db6e8fe3fb30cf6,,v,v,GitHub Advisory,,
CVE-2020-25860,,,,,,,
CVE-2020-25860,,,,,,,
CVE-2020-26542,,,,,,,
CVE-2020-26542,,,,,,,
CVE-2020-26885,,,,,,,
CVE-2020-26885,,,,,,,
CVE-2020-26885,,,,,,,
CVE-2020-26885,,,,,,,
CVE-2020-26885,,,,,,,
CVE-2020-27151,,,,,,,
CVE-2020-27151,,,,,,,
CVE-2020-27151,,,,,,,
CVE-2020-28364,,,,,,,
CVE-2020-28364,,,,,,,
CVE-2020-28364,,,,,,,
CVE-2020-28364,,,,,,,
CVE-2020-28657,,,,,,,
CVE-2020-29166,,,,,,,
CVE-2020-29166,,,,,,,
CVE-2020-35459,,,,,,,
CVE-2020-35459,,,,,,,
CVE-2020-35459,,,,,,,
CVE-2020-35488,,,,,,,
CVE-2020-35488,,,,,,,
CVE-2020-35577,,,,,,,
CVE-2020-35577,,,,,,,
CVE-2020-35717,,,,,,,
CVE-2020-35717,,,,,,,
CVE-2018-17194,https://github.com/apache/nifi/commit/748cf745628dab20b7e71f12b5dcfe6ed0bbf134,,v,v,GitHub Advisory,,
CVE-2020-36200,,,,,,,
CVE-2020-36200,,,,,,,
CVE-2020-36241,,,,,,,
CVE-2020-36334,,,,,,,
CVE-2020-36334,,,,,,,
CVE-2020-36542,,,,,,,
CVE-2020-36542,,,,,,,
CVE-2020-7209,,,,,,,
CVE-2020-7209,,,,,,,
CVE-2018-17193,https://github.com/apache/nifi/commit/e62aa0252dfcf34dff0c3a9c51265b1d0f9dfc9f,,v,v,GitHub Advisory,,
CVE-2020-8030,,,,,,,
CVE-2020-8030,,,,,,,
CVE-2018-17192,https://github.com/apache/nifi/commit/dbf259508c2b8e176d8cb837177aaadbf44f0670,,v,v,GitHub Advisory,,
CVE-2018-17187,https://github.com/apache/qpid-proton-j/commit/0cb8ca03cec42120dcfc434561592d89a89a805e,,v,v,GitHub Advisory,,
CVE-2021-22684,,,,,,,
CVE-2021-22684,,,,,,,
CVE-2018-17186,https://github.com/apache/syncope/commit/bdb6a180dcae6f1baaff16619cb906b7292da0d,,v,v,GitHub Advisory,,
CVE-2018-17186,https://github.com/apache/syncope/commit/a0f35f45f8ca5c98853ae8477fb2db81a84709a,,v,v,GitHub Advisory,,
CVE-2018-17186,https://github.com/apache/syncope/commit/979c28abf2587c73b57d20e4b892410fdd336f0,,v,v,GitHub Advisory,,
CVE-2018-17184,https://github.com/apache/syncope/commit/73aed0a741b1255f45893e3cada650147335073,,v,v,GitHub Advisory,,
CVE-2018-17184,https://github.com/apache/syncope/commit/36fb466afd64894170fa5e2e030ce6895120b1a,,v,v,GitHub Advisory,,
CVE-2018-17184,https://github.com/apache/syncope/commit/b25a8834db2cc7ea45707a1218e85e047568427,,v,v,GitHub Advisory,,
CVE-2018-15801,https://github.com/spring-projects/spring-security/commit/c70b65c5df0e170a2d34d812b83db0b7bc71ea25,,v,v,GitHub Advisory,,
CVE-2018-15758,https://github.com/spring-projects/spring-security-oauth/commit/623776689fdcc8047f5a908c71f348e1f172a97,,v,v,GitHub Advisory,,
CVE-2018-15758,https://github.com/spring-projects/spring-security-oauth/commit/f92223afc71687bd3156298054903f50aa71fbf,,v,v,GitHub Advisory,,
CVE-2018-15758,https://github.com/spring-projects/spring-security-oauth/commit/ddd65cd9417ae1e4a69e4193a622300db38e2ef,,v,v,GitHub Advisory,,
CVE-2014-3600,https://github.com/apache/activemq/commit/b9696ac80bb496b52d05c3884f81b0746d9af9e2," https://github.com/apache/activemq/commit/b9696ac80bb496b52d05c3884f81b0746d9af9e2, of which the commit message claims `https://issues.apache.org/jira/browse/AMQ-5333 - make xpath parser features configurable`",x,x,GitHub Advisory,,"The vulnerability in GHSA-4vhf-2hv7-8mrx was fixed in 5.10.1. The commit for the 5.10 branch is apache/activemq@3e5ac63. Since apache/activemq@b9696ac addresses later branches that can be assumed to have the fix, the additional commit is unnecessary."
CVE-2018-15758,https://github.com/spring-projects/spring-security-oauth/commit/4082ec7ae3d39198a47b5c803ccb20dacefb0b0,,v,v,GitHub Advisory,,
CVE-2018-15756,https://github.com/spring-projects/spring-framework/commit/c8e320019ffe7298fc4cbeeb194b2bfd6389b6d,,v,v,GitHub Advisory,,
CVE-2018-15756,https://github.com/spring-projects/spring-framework/commit/423aa28ed584b4ff6e5bad218c09beef5e91951,,v,v,GitHub Advisory,,
CVE-2018-15756,https://github.com/spring-projects/spring-framework/commit/044772641d12b9281185f6cf50f8485b8747132,,v,v,GitHub Advisory,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/d4816e024115beb2adff2018c8919c84b4476f2e,,v,v,,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/ea3da56f6098390e79568dfbc5b34a479c8a582a,,v,v,,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/9e25ed75e83d1f621c9e7e1a514a9cf39fa6f762,,v,v,,,
CVE-2018-14847,https://github.com/BasuCert/WinboxPoC/commit/c1bae861f1b0f8da7c8517c07c38a05a37317886,,v,v,,,
CVE-2018-14658,https://github.com/keycloak/keycloak/commit/a957e118e6efb35fe7ef3a62acd66341a6523cb7,,v,v,GitHub Advisory,,
CVE-2018-14630,https://github.com/moodle/moodle/commit/cb8aefa658cf7ad8f002a480343afb2dea94cc08,"add patch commit: https://github.com/moodle/moodle/commit/cb8aefa658cf7ad8f002a480343afb2dea94cc08. 
 the commit msg has shown it's a fix for `MDL-62880`. 
 update vvr as well.",v,v,,,
CVE-2018-14574,https://github.com/django/django/commit/d6eaee092709aad477a9894598496c6deec532ff,,v,v,GitHub Advisory,,
CVE-2018-14574,https://github.com/django/django/commit/6fffc3c6d420e44f4029d5643f38d00a39b08525,,v,v,GitHub Advisory,,
CVE-2018-14574,https://github.com/django/django/commit/c4e5ff7fdb5fce447675e90291fd33fddd052b3c,,v,v,GitHub Advisory,,
CVE-2018-1337,https://github.com/apache/directory-ldap-api/commit/075b70a733d7af150b3d85684149ff5f029f7fd,,v,v,GitHub Advisory,,
CVE-2018-1337,https://github.com/apache/directory-ldap-api/commit/5faa6a71606a22a7503d401911875ec3a355cac,,v,v,GitHub Advisory,,
CVE-2018-1335,https://github.com/apache/tika/commit/d1bc09386405d28d6b0f0a29ce8c3e7efd72d6c7,,v,v,GitHub Advisory,,
CVE-2018-1335,https://github.com/apache/tika/commit/4fdc51a40bf9532d7db57d0b08c1aec3931468ad,,v,v,GitHub Advisory,,
CVE-2018-1335,https://github.com/apache/tika/commit/e82c2efd2b1ac731b6954634741b70ecf0ed6f01,,v,v,GitHub Advisory,,
CVE-2018-1335,https://github.com/apache/tika/commit/302f22aff7a836868b270038e1d66002a2004869,,v,v,GitHub Advisory,,
CVE-2018-1335,https://github.com/apache/tika/commit/ffb48dd29d0c2009490caefda75e5b57c7958c51,,v,v,GitHub Advisory,,
CVE-2018-1335,https://github.com/apache/tika/commit/5d983aad0b68a228f180686a4135ed8c7cd589f1,,v,v,GitHub Advisory,,
CVE-2018-1335,https://github.com/apache/tika/commit/b2d3932b847a171a85e356aa230af461a0f80d91,,v,v,GitHub Advisory,,
CVE-2018-1325,https://github.com/sebfz1/wicket-jquery-ui/commit/2fec03dbe2f6e8808f4bdc6b3195dff3e44f520,,v,v,GitHub Advisory,,
CVE-2018-1324,https://github.com/apache/commons-compress/commit/2a2f1dc48e22a34ddb72321a4db211da91aa933b,,v,v,,,
CVE-2018-1322,https://github.com/apache/syncope/commit/7b168c142b09c3b03e39f1449211e7ddf026a14,,v,v,GitHub Advisory,,
CVE-2018-1322,https://github.com/apache/syncope/commit/44a5ca0fbd357b8b5d81aa9313fb01cca30d8ad,,v,v,GitHub Advisory,,
CVE-2018-1322,https://github.com/apache/syncope/commit/735579b6f987b407049ac1f1da08e675d957c3e,,v,v,GitHub Advisory,,
CVE-2018-1321,https://github.com/apache/syncope/commit/726231fbf7b817bd2a9467171dcb1c0087c75bc,,v,v,GitHub Advisory,,
CVE-2018-1321,https://github.com/apache/syncope/commit/717289bc10b6f3b204cb6d14881f530174c6235,,v,v,GitHub Advisory,,
CVE-2018-1321,https://github.com/apache/syncope/commit/ad31479c1c543ac7d26b8c882aa14f6c00c1fd0,,v,v,GitHub Advisory,,
CVE-2018-1320,https://github.com/apache/thrift/commit/d973409661f820d80d72c0034d06a12348c8705e,,v,v,GitHub Advisory,,
CVE-2018-1308,https://github.com/apache/lucene-solr/commit/02c693f3713add1b4891cbaa87127de3a55c10f,,v,v,GitHub Advisory,,
CVE-2018-1308,https://github.com/apache/lucene-solr/commit/dd3be31f7062dcb2f3b2d7f0e89df29e197dee6,,v,v,GitHub Advisory,,
CVE-2018-1308,https://github.com/apache/lucene-solr/commit/739a79338856599084617d44b6a1b424af059aa,,v,v,GitHub Advisory,,
CVE-2018-1331,https://github.com/apache/storm/commit/8ffa920d3894634aa078f0fdf6b02d270262caf,,v,?,GitHub Advisory,,can you elaborate on how these commits are related to the advisory?
CVE-2018-1331,https://github.com/apache/storm/commit/22a962073c5f12dc5ab281a15d93eb5efc31ab6,,v,?,GitHub Advisory,,can you elaborate on how these commits are related to the advisory?
CVE-2018-1331,https://github.com/apache/storm/commit/e3652b44a377436256f77a2749ed133bbafd2fb,,v,?,GitHub Advisory,,can you elaborate on how these commits are related to the advisory?
CVE-2018-1331,https://github.com/apache/storm/commit/a6bf3e421d3d37a797e3bb374fcd20a00189feb,,v,?,GitHub Advisory,,can you elaborate on how these commits are related to the advisory?
CVE-2018-1325,https://github.com/sebfz1/wicket-jquery-ui/commit/4ade74d87389935dee5ba49b8cdd0abb075cc50,,v,?,GitHub Advisory,,can you elaborate on how these commits are related to the advisory?
CVE-2018-1325,https://github.com/sebfz1/wicket-jquery-ui/commit/22e414d693e8ef679ac6da38107fbc118a63f00,,v,?,GitHub Advisory,,can you elaborate on how these commits are related to the advisory?
